Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,BB_high,BB_low,MACD,RSI,SMA_Short,SMA_Long,SMA_Crossover,Signal,SignalStrength,Returns,Volatility,Strategy_Returns
2017-11-09 00:00:00+00:00,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,893249984,0.0,0.0,,,,,,,0,0,,,,0.0
2017-11-10 00:00:00+00:00,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,885985984,0.0,0.0,,,,,,,0,0,,-0.06741068978776144,,0.0
2017-11-11 00:00:00+00:00,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,842300992,0.0,0.0,,,,,,,0,0,,0.05155507049719543,,0.0
2017-11-12 00:00:00+00:00,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,1613479936,0.0,0.0,,,,,,,0,0,,-0.0215234166001792,,0.0
2017-11-13 00:00:00+00:00,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,1041889984,0.0,0.0,,,,,311.8883972167969,,0,0,,0.028605993401674246,,0.0
2017-11-14 00:00:00+00:00,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,1069680000,0.0,0.0,,,,,315.2377990722656,,0,0,,0.06603710680612629,,0.0
2017-11-15 00:00:00+00:00,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,722665984,0.0,0.0,,,,,322.0585998535156,,0,0,,-0.012658841109222885,,0.0
2017-11-16 00:00:00+00:00,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,797254016,0.0,0.0,,,,,325.3072021484375,,0,0,,-0.007298432124233423,,0.0
2017-11-17 00:00:00+00:00,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,621732992,0.0,0.0,,,,,330.20440673828125,,0,0,,0.0044421110914172335,,0.0
2017-11-18 00:00:00+00:00,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,649638976,0.0,0.0,,,,,336.38360595703125,,0,0,,0.04578297589756475,,0.0
2017-11-19 00:00:00+00:00,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,1181529984,0.0,0.0,,,,,339.73460083007814,,0,0,,0.01948720650012503,,0.0
2017-11-20 00:00:00+00:00,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,807027008,0.0,0.0,,,,,346.4092041015625,,0,0,,0.03483214668306278,,0.0
2017-11-21 00:00:00+00:00,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000,0.0,0.0,,,,,352.3046020507812,,0,0,,-0.017257954953682764,,0.0
2017-11-22 00:00:00+00:00,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008,0.0,0.0,,,,76.40476959955654,361.956201171875,,0,0,1.0,0.0561902076442764,,0.0
2017-11-23 00:00:00+00:00,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,1845680000,0.0,0.0,,,,82.38345689446689,374.4669982910156,,0,0,1.0,0.07753532472207425,,0.0
2017-11-24 00:00:00+00:00,412.5010070800781,480.9729919433594,402.7579956054687,474.9110107421875,2292829952,0.0,0.0,,,,88.9800965509976,398.57200317382814,,0,0,1.0,0.15785079208313424,,0.0
2017-11-25 00:00:00+00:00,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000,0.0,0.0,,,,84.43874671543132,418.481201171875,,0,0,1.0,-0.018182374319202,,0.0
2017-11-26 00:00:00+00:00,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968,0.0,0.0,,,,84.9237463067901,440.6669982910156,,0,0,1.0,0.010839042938341592,,0.0
2017-11-27 00:00:00+00:00,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000,0.0,0.0,,,,85.7762753932995,460.60759887695315,,0,0,1.0,0.019147995398503648,,0.0
2017-11-28 00:00:00+00:00,480.51800537109375,482.4800109863281,466.3469848632813,472.9020080566406,1346499968,0.0,0.0,498.9318316309003,249.01507083492,,81.66911910322234,473.15480346679686,,0,0,1.0,-0.015515613992209687,,0.0
2017-11-29 00:00:00+00:00,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,2675940096,0.0,0.0,503.8473270709627,254.76347615169357,,62.154676624908774,463.6772033691406,,0,0,0.8038669156227194,-0.09595856441637107,0.05448592888362095,0.0
2017-11-30 00:00:00+00:00,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000,0.0,0.0,508.8867756551079,264.51012986247025,,65.93863843674427,459.8448059082031,,0,0,0.8984659609186068,0.04582444207233105,0.05116345746610938,0.0
2017-12-01 00:00:00+00:00,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936,0.0,0.0,516.5084509672637,272.07435542922065,,69.22451129583561,458.8868103027344,,0,0,0.9806127823958903,0.043447519601349516,0.05094433147520201,0.0
2017-12-02 00:00:00+00:00,466.85101318359375,476.239013671875,456.6530151367187,463.4490051269531,943649984,0.0,0.0,521.0609438202375,283.0759641387468,,68.09879468404738,455.5056091308594,,0,0,0.9524698671011844,-0.006625376948076078,0.05039453358373013,0.0
